name,loc,sql_size,cols,tables,total_rows,total_cells
spider/csu_1/0009,,18,3,1,24,70
spider/csu_1/0010,,19,5,1,25,117
spider/csu_1/0011,,15,3,1,321,961
spider/csu_1/0012,,15,3,1,321,961
spider/csu_1/0013,,32,6,2,93,323
spider/csu_1/0014,,14,3,1,24,70
spider/csu_1/0015,,14,3,1,24,70
spider/csu_1/0016,,43,6,2,366,1121
spider/csu_1/0017,,43,6,2,344,1077
spider/csu_1/0018,,66,6,2,94,324
spider/csu_1/0019,,39,7,2,1148,4579
spider/csu_1/0020,,12,5,1,24,116
spider/csu_1/0021,,33,6,2,344,1076
spider/csu_1/0022,,33,6,2,344,1076
spider/csu_1/0023,,14,3,1,70,208
spider/csu_1/0024,,33,6,2,93,323
spider/csu_1/0025,,33,6,2,93,323
spider/csu_1/0027,,52,7,3,413,1283
spider/csu_1/0029,,36,8,2,419,2091
spider/csu_1/0030,,36,8,2,419,2091
spider/csu_1/0033,,6,5,1,24,116
spider/culture_company/0001,,6,7,1,13,85
spider/culture_company/0002,,15,7,1,14,88
spider/culture_company/0003,,6,7,1,20,92
spider/culture_company/0004,,15,7,1,24,120
spider/culture_company/0005,,11,7,1,20,100
spider/culture_company/0006,,13,7,1,13,85
spider/culture_company/0007,,11,7,1,15,90
spider/culture_company/0008,,20,7,1,13,85
spider/culture_company/0009,,24,7,1,14,86
spider/culture_company/0011,,15,6,1,20,90
spider/culture_company/0012,,8,6,1,11,61
spider/culture_company/0013,,20,6,1,11,62
spider/culture_company/0014,,24,6,1,11,61
spider/culture_company/0015,,19,6,1,19,69
spider/culture_company/0016,,24,6,1,11,63
spider/culture_company/0017,,26,12,2,19,121
spider/culture_company/0018,,41,16,3,30,184
spider/culture_company/0019,,26,11,2,18,98
spider/customer_complaints/0001,,6,8,1,9,65
spider/customer_complaints/0002,,15,8,1,16,80
spider/customer_complaints/0003,,19,8,1,9,65
spider/customer_complaints/0004,,25,16,2,20,148
spider/customer_complaints/0005,,27,16,2,21,173
spider/customer_complaints/0006,,,23,3,25,205
spider/customer_complaints/0007,,25,16,2,21,173
spider/customer_complaints/0008,,18,16,2,21,174
spider/customer_complaints/0009,,12,12,2,30,121
spider/customer_complaints/0010,,12,8,1,5,33
spider/customer_complaints/0011,,14,8,1,5,34
spider/customer_complaints/0013,,13,8,1,7,38
spider/customer_complaints/0014,,36,21,3,24,183
spider/customer_complaints/0015,,14,9,1,14,110
spider/customer_complaints/0016,,12,6,1,8,43
spider/customer_complaints/0017,,13,8,1,9,65
spider/customer_complaints/0018,,25,14,2,20,151
spider/customer_complaints/0019,,8,9,1,13,109
spider/customer_complaints/0020,,15,8,1,9,66
spider/customer_complaints/0021,,17,9,1,14,112
spider/customer_complaints/0022,,27,14,2,24,155
spider/customer_complaints/0023,,13,8,1,9,65
spider/customer_deliveries/0001,,12,4,1,20,65
spider/customer_deliveries/0002,,31,5,2,22,56
spider/customer_deliveries/0003,,6,6,1,16,91
spider/customer_deliveries/0004,,8,6,1,16,91
spider/customer_deliveries/0005,,9,3,1,30,60
spider/customer_deliveries/0006,,11,4,1,7,25
spider/customer_deliveries/0007,,43,15,3,58,268
spider/customer_deliveries/0008,,15,6,1,23,106
spider/customer_deliveries/0009,,41,15,3,47,259
spider/customer_deliveries/0010,,15,10,2,34,154
spider/customer_deliveries/0011,,15,6,1,30,135
spider/customer_deliveries/0012,,11,6,1,20,95
spider/customer_deliveries/0013,,13,6,1,16,91
spider/customer_deliveries/0014,,9,3,1,30,60
spider/customer_deliveries/0015,,27,6,2,31,106
spider/customer_deliveries/0016,,25,10,2,39,183
spider/customers_and_addresses/0001,,6,5,1,30,90
spider/customers_and_addresses/0002,,6,5,1,16,76
spider/customers_and_addresses/0003,,8,3,1,16,46
spider/customers_and_addresses/0004,,12,5,1,19,79
spider/customers_and_addresses/0005,,14,5,1,21,81
spider/customers_and_addresses/0006,,13,5,1,16,76
spider/customers_and_addresses/0007,,23,5,1,21,81
spider/customers_and_addresses/0008,,6,5,1,18,78
spider/customers_and_addresses/0009,,6,2,1,6,9
spider/customers_and_addresses/0010,,12,5,1,17,77
spider/customers_and_addresses/0011,,19,2,1,5,8
spider/customers_and_addresses/0012,,37,15,3,46,256
spider/customers_and_addresses/0013,,36,15,3,46,256
spider/customers_and_addresses/0014,,37,15,3,47,257
spider/customers_and_addresses/0015,,39,15,3,52,262
spider/customers_and_addresses/0016,,38,15,3,46,256
spider/customers_and_addresses/0017,,6,7,1,30,120
spider/customers_and_addresses/0018,,12,7,1,16,106
spider/customers_and_addresses/0019,,15,7,1,18,111
spider/customers_and_addresses/0020,,16,7,1,16,106
spider/customers_and_addresses/0021,,16,5,1,24,104
spider/customers_and_addresses/0022,,25,9,2,38,178
spider/customers_and_addresses/0023,,28,9,2,36,176
spider/customers_and_addresses/0024,,12,5,1,21,101
spider/customers_and_addresses/0025,,36,5,1,37,134
spider/customers_and_addresses/0026,,30,9,2,39,183
spider/customers_and_addresses/0027,,43,11,3,50,200
spider/customers_and_addresses/0028,,41,11,3,46,196
spider/customers_and_addresses/0029,,41,11,3,46,196
spider/customers_and_addresses/0030,,39,11,3,46,196
spider/customers_and_addresses/0031,,39,11,3,46,196
spider/customers_and_addresses/0032,,14,5,1,16,76
spider/customers_and_addresses/0033,,12,5,1,16,76
spider/customers_and_addresses/0034,,29,9,2,35,160
spider/customers_and_addresses/0035,,28,7,2,31,121
spider/customers_and_addresses/0036,,28,7,2,31,121
spider/customers_and_addresses/0037,,25,9,2,31,151
spider/customers_and_addresses/0038,,27,4,2,19,52
spider/customers_and_addresses/0039,,34,4,2,19,53
spider/customers_and_addresses/0040,,38,7,1,17,107
spider/customers_and_addresses/0041,,12,5,1,26,86
spider/customers_and_addresses/0042,,54,12,4,61,214
spider/customers_and_addresses/0043,,25,9,2,37,157
spider/customers_and_addresses/0044,,96,12,4,49,202
spider/customers_and_invoices/0001,,6,5,1,16,76
spider/customers_and_invoices/0002,,8,5,1,16,76
spider/customers_and_invoices/0003,,15,5,1,30,135
spider/customers_and_invoices/0004,,38,16,2,34,271
spider/customers_and_invoices/0005,,38,16,2,34,263
spider/customers_and_invoices/0006,,30,16,2,31,257
spider/customers_and_invoices/0007,,15,16,2,31,256
spider/customers_and_invoices/0008,,27,16,2,37,276
spider/customers_and_invoices/0009,,12,16,2,38,263
spider/customers_and_invoices/0010,,11,5,1,22,89
spider/customers_and_invoices/0011,,35,16,2,31,258
spider/customers_and_invoices/0012,,33,16,2,37,283
spider/customers_and_invoices/0013,,32,16,2,33,261
spider/customers_and_invoices/0014,,6,12,1,16,181
spider/customers_and_invoices/0015,,11,12,1,17,184
spider/customers_and_invoices/0016,,6,8,1,16,121
spider/customers_and_invoices/0017,,9,8,1,16,122
spider/customers_and_invoices/0018,,25,12,2,31,196
spider/customers_and_invoices/0019,,23,8,1,16,124
spider/customers_and_invoices/0020,,18,8,1,25,130
spider/customers_and_invoices/0021,,13,8,1,17,124
spider/customers_and_invoices/0022,,29,12,2,38,219
spider/customers_and_invoices/0023,,13,8,1,16,121
spider/customers_and_invoices/0024,,32,12,2,31,197
spider/customers_and_invoices/0025,,6,7,1,18,108
spider/customers_and_invoices/0026,,6,7,1,18,108
spider/customers_and_invoices/0027,,11,8,1,24,138
spider/customers_and_invoices/0028,,31,10,2,31,167
spider/customers_and_invoices/0029,,6,3,1,16,46
spider/customers_and_invoices/0030,,27,6,2,45,150
spider/customers_and_invoices/0031,,11,3,1,25,65
spider/customers_and_invoices/0032,,32,6,2,32,109
spider/customers_and_invoices/0033,,35,15,2,31,243
spider/customers_and_invoices/0034,,25,11,2,35,185
spider/customers_and_invoices/0035,,28,11,2,40,200
spider/customers_and_invoices/0036,,11,5,1,23,91
spider/customers_and_invoices/0037,,13,5,1,25,95
spider/customers_and_invoices/0038,,36,14,3,55,260
spider/customers_and_invoices/0039,,13,5,1,23,91
spider/customers_and_invoices/0040,,13,5,1,23,91
spider/customers_and_invoices/0041,,15,11,2,31,181
spider/customers_and_products_contacts/0001,,12,6,1,16,91
spider/customers_and_products_contacts/0002,,6,6,1,30,105
spider/customers_and_products_contacts/0003,,11,6,1,29,118
spider/customers_and_products_contacts/0004,,18,10,2,41,197
spider/customers_and_products_contacts/0005,,27,10,2,31,166
spider/customers_and_products_contacts/0006,,14,4,1,17,62
spider/customers_and_products_contacts/0007,,52,10,2,33,168
spider/customers_and_products_contacts/0008,,15,7,1,30,150
spider/customers_and_products_contacts/0009,,28,7,2,40,140
spider/customers_and_products_contacts/0010,,18,4,1,16,63
spider/customers_and_products_contacts/0011,,18,4,1,16,61
spider/customers_and_products_contacts/0012,,42,15,3,70,355
spider/customers_and_products_contacts/0013,,35,10,2,32,167
spider/customers_and_products_contacts/0014,,45,13,3,46,227
spider/customers_and_products_contacts/0015,,22,4,1,28,86
spider/customers_campaigns_ecommerce/0001,,6,3,1,16,46
spider/customers_campaigns_ecommerce/0002,,6,3,1,18,48
spider/customers_campaigns_ecommerce/0003,,12,3,1,30,75
spider/customers_campaigns_ecommerce/0004,,11,3,1,18,51
spider/customers_campaigns_ecommerce/0005,,11,5,1,22,104
spider/customers_campaigns_ecommerce/0006,,18,11,2,36,192
spider/customers_campaigns_ecommerce/0007,,30,11,2,35,190
spider/customers_campaigns_ecommerce/0008,,11,4,1,17,64
spider/customers_campaigns_ecommerce/0009,,34,11,2,33,183
spider/customers_campaigns_ecommerce/0010,,27,11,2,31,181
spider/customers_campaigns_ecommerce/0011,,60,11,2,32,184
spider/customers_campaigns_ecommerce/0012,,23,7,2,45,150
spider/customers_campaigns_ecommerce/0013,,6,5,1,17,77
spider/customers_campaigns_ecommerce/0014,,22,7,1,27,129
spider/customers_campaigns_ecommerce/0015,,32,14,2,32,227
spider/customers_card_transactions/0001,,6,4,1,16,61
spider/customers_card_transactions/0002,,12,4,1,30,105
spider/customers_card_transactions/0003,,12,4,1,16,61
spider/customers_card_transactions/0004,,34,10,2,31,168
spider/customers_card_transactions/0005,,33,10,2,31,166
spider/customers_card_transactions/0006,,11,4,1,24,78
spider/customers_card_transactions/0007,,16,4,1,16,62
spider/customers_card_transactions/0008,,35,10,2,31,168
spider/customers_card_transactions/0009,,15,10,2,31,166
spider/customers_card_transactions/0010,,32,10,2,36,177
spider/customers_card_transactions/0011,,23,10,2,39,183
spider/customers_card_transactions/0012,,8,4,1,16,61
spider/customers_card_transactions/0013,,6,7,1,16,106
spider/customers_card_transactions/0014,,15,7,1,30,165
spider/customers_card_transactions/0015,,22,7,1,16,107
spider/customers_card_transactions/0016,,6,7,1,16,106
spider/customers_card_transactions/0017,,15,7,1,30,165
spider/customers_card_transactions/0018,,15,7,1,16,107
spider/customers_card_transactions/0019,,34,13,2,31,213
spider/customers_card_transactions/0020,,33,13,2,31,211
spider/customers_card_transactions/0021,,12,7,1,16,106
spider/customers_card_transactions/0022,,40,13,2,31,211
spider/customers_card_transactions/0023,,11,7,1,26,127
spider/customers_card_transactions/0024,,16,7,1,16,107
spider/customers_card_transactions/0025,,36,13,2,34,222
spider/customers_card_transactions/0026,,35,13,2,31,213
spider/customers_card_transactions/0027,,11,7,1,17,109
spider/customers_card_transactions/0028,,13,7,1,16,106
spider/customers_card_transactions/0029,,14,7,1,17,107
spider/customers_card_transactions/0030,,13,7,1,17,109
spider/customers_card_transactions/0031,,38,13,2,39,228
spider/customers_card_transactions/0032,,6,7,1,17,107
spider/customers_card_transactions/0033,,8,7,1,16,106
spider/customers_card_transactions/0034,,6,9,1,17,137
spider/customers_card_transactions/0035,,8,9,1,16,136
spider/customers_card_transactions/0036,,13,9,1,16,137
spider/customers_card_transactions/0037,,25,15,2,32,244
spider/customers_card_transactions/0038,,11,9,1,17,139
spider/customers_card_transactions/0039,,15,9,1,16,136
spider/customers_card_transactions/0040,,11,9,1,28,161
spider/debate/0001,,6,4,1,7,25
spider/debate/0002,,9,4,1,12,30
spider/debate/0003,,9,4,1,12,36
spider/debate/0004,,12,4,1,10,28
spider/debate/0005,,19,5,1,13,53
spider/debate/0006,,11,5,1,11,51
spider/debate/0007,,11,5,1,14,58
spider/debate/0008,,13,5,1,11,51
spider/debate/0009,,6,4,1,10,28
spider/debate/0010,,38,12,3,26,109
spider/debate/0011,,42,12,3,26,109
spider/debate/0012,,37,12,3,24,97
spider/debate/0013,,25,9,2,19,78
spider/debate/0014,,28,9,2,16,71
spider/debate/0015,,15,9,2,21,76
spider/decoration_competition/0001,,6,4,1,11,41
spider/decoration_competition/0002,,9,4,1,20,50
spider/decoration_competition/0003,,9,4,1,20,60
spider/decoration_competition/0004,,19,4,1,20,50
spider/decoration_competition/0005,,11,4,1,12,44
spider/decoration_competition/0006,,13,4,1,11,41
spider/decoration_competition/0007,,14,4,1,12,42
spider/decoration_competition/0008,,9,4,1,10,30
spider/decoration_competition/0009,,23,6,2,25,80
spider/decoration_competition/0010,,27,6,2,25,80
spider/decoration_competition/0011,,26,6,2,17,62
spider/decoration_competition/0012,,23,7,2,22,76
spider/decoration_competition/0013,,26,7,2,17,65
spider/decoration_competition/0014,,22,7,2,22,70
spider/decoration_competition/0015,,15,7,2,20,68
spider/department_management/0001,,12,4,1,11,41
spider/department_management/0002,,15,4,1,20,70
spider/department_management/0003,,12,6,1,30,135
spider/department_management/0004,,13,6,1,16,92
spider/department_management/0005,,16,6,1,16,91
spider/department_management/0006,,12,4,1,16,46
spider/department_management/0007,,37,10,3,31,146
spider/department_management/0008,,14,4,1,11,41
spider/department_management/0009,,13,6,1,16,91
spider/department_management/0010,,30,8,2,23,111
spider/department_management/0011,,8,3,1,6,16
spider/department_management/0012,,15,8,2,21,106
spider/department_management/0013,,26,6,2,18,58
spider/department_management/0014,,74,10,3,31,146
spider/department_management/0015,,35,8,2,21,108
spider/department_management/0016,,15,4,1,13,46
spider/department_store/0001,,11,6,1,18,93
spider/department_store/0002,,14,4,1,16,62
spider/department_store/0003,,8,4,1,16,61
spider/department_store/0004,,26,5,2,31,91
spider/department_store/0005,,30,7,2,33,126
spider/department_store/0006,,11,7,1,17,109
spider/department_store/0007,,13,3,1,16,46
spider/department_store/0008,,35,10,2,31,168
spider/department_store/0009,,13,4,1,17,64
spider/department_store/0010,,25,7,2,20,99
spider/department_store/0011,,29,7,2,31,122
spider/department_store/0012,,34,9,2,33,159
spider/department_store/0013,,30,10,2,34,169
spider/department_store/0014,,60,10,2,31,167
spider/department_store/0015,,40,9,2,32,152
spider/department_store/0016,,60,8,2,21,107
spider/department_store/0017,,13,6,1,17,92
spider/department_store/0018,,13,5,1,16,76
spider/department_store/0019,,18,4,1,17,66
spider/department_store/0020,,22,4,1,16,61
spider/department_store/0021,,32,7,2,31,122
spider/department_store/0022,,17,4,1,20,70
spider/department_store/0023,,24,4,1,23,68
spider/department_store/0024,,24,5,1,29,89
spider/department_store/0025,,15,7,1,17,109
spider/department_store/0026,,30,7,2,36,132
spider/department_store/0027,,28,7,2,33,123
spider/department_store/0028,,38,7,3,27,66
spider/department_store/0029,,12,10,2,38,136
spider/department_store/0030,,30,8,2,33,138
spider/department_store/0031,,22,4,1,22,74
spider/department_store/0032,,25,6,1,17,92
spider/department_store/0033,,30,6,1,16,92
spider/department_store/0034,,13,7,1,16,107
spider/department_store/0035,,48,15,4,62,272
spider/department_store/0036,,41,11,3,35,164
spider/department_store/0037,,21,4,1,17,66
spider/department_store/0038,,18,4,1,18,66
spider/department_store/0039,,42,9,3,48,168
spider/department_store/0040,,42,12,3,47,212
spider/department_store/0041,,60,7,2,33,126
spider/department_store/0042,,22,7,1,16,107
spider/department_store/0043,,14,4,1,16,61
spider/department_store/0044,,17,4,1,16,61
spider/device/0001,,6,6,1,7,37
spider/device/0002,,9,6,1,12,42
spider/device/0003,,12,6,1,7,37
spider/device/0004,,9,5,1,24,72
spider/device/0005,,8,3,1,9,25
spider/device/0006,,12,5,1,24,84
spider/device/0007,,8,6,1,7,37
spider/device/0008,,15,5,1,13,62
spider/device/0009,,11,5,1,13,61
spider/device/0010,,34,12,3,34,136
spider/device/0011,,28,7,2,22,86
spider/device/0012,,27,7,2,21,85
spider/device/0013,,30,7,2,21,85
spider/device/0014,,11,6,1,8,40
spider/device/0015,,11,6,1,8,38
spider/device/0016,,13,6,1,7,37
spider/device/0017,,15,7,2,26,90
spider/device/0019,,15,8,2,18,64
spider/device/0020,,28,8,2,16,62
spider/document_management/0001,,12,5,1,30,105
spider/document_management/0002,,14,5,1,16,77
spider/document_management/0003,,14,5,1,16,76
spider/document_management/0004,,15,5,1,16,76
spider/document_management/0005,,8,5,1,16,76
spider/document_management/0006,,27,7,2,21,91
spider/document_management/0007,,12,5,1,16,76
spider/document_management/0009,,16,5,1,19,79
spider/document_management/0010,,26,9,2,31,151
spider/document_management/0011,,15,9,2,34,154
spider/document_management/0012,,16,5,1,16,77
spider/document_management/0013,,39,8,3,34,115
spider/document_management/0014,,36,10,3,55,195
spider/document_management/0015,,27,9,2,31,151
spider/document_management/0016,,12,5,1,18,78
spider/document_management/0017,,12,5,1,16,76
spider/document_management/0018,,29,6,2,18,80
spider/document_management/0019,,15,5,1,16,76
spider/document_management/0020,,12,4,1,30,90
spider/document_management/0021,,11,5,1,17,79
spider/document_management/0022,,14,5,1,19,79
spider/dorm_1/0001,,12,4,1,8,29
spider/dorm_1/0002,,12,4,1,9,30
spider/dorm_1/0003,,19,8,1,35,273
spider/dorm_1/0004,,12,8,1,41,279
spider/dorm_1/0005,,21,8,1,36,274
spider/dorm_1/0006,,6,4,1,8,29
spider/dorm_1/0007,,6,2,1,13,25
spider/dorm_1/0008,,8,4,1,8,29
spider/dorm_1/0009,,6,8,1,35,273
spider/dorm_1/0010,,13,8,1,53,310
spider/dorm_1/0011,,19,4,1,8,30
spider/dorm_1/0012,,8,2,1,41,81
spider/dorm_1/0014,,8,4,1,8,29
spider/dorm_1/0015,,15,4,1,8,30
spider/dorm_1/0016,,22,4,1,11,36
spider/dorm_1/0017,,13,8,1,35,274
spider/dorm_1/0018,,74,6,3,61,134
spider/dorm_1/0019,,74,6,3,60,133
spider/dorm_1/0020,,38,8,1,50,288
spider/dorm_1/0021,,11,4,1,8,29
spider/dorm_1/0022,,9,2,1,24,36
spider/dorm_1/0023,,13,8,1,35,273
spider/dorm_1/0024,,21,8,1,53,310
spider/dorm_1/0025,,18,8,1,65,334
spider/dorm_1/0026,,41,6,3,67,140
spider/dorm_1/0027,,16,4,1,10,37
spider/dorm_1/0028,,18,8,1,36,278
spider/dorm_1/0029,,11,8,1,40,284
spider/dorm_1/0030,,16,8,1,53,329
spider/dorm_1/0031,,22,8,1,52,326
spider/dorm_1/0032,,17,8,1,41,286
spider/dorm_1/0033,,26,8,1,50,304
spider/dorm_1/0034,,23,8,1,36,276
spider/dorm_1/0035,,39,13,3,79,407
spider/dorm_1/0036,,32,5,2,52,118
spider/dorm_1/0037,,43,13,3,76,401
spider/dorm_1/0038,,37,13,3,78,399
spider/dorm_1/0039,,45,13,3,73,394
spider/dorm_1/0040,,36,13,3,73,394
spider/dorm_1/0041,,44,13,3,73,394
spider/dorm_1/0042,,37,6,3,64,137
spider/dorm_1/0043,,41,6,3,64,137
spider/dorm_1/0044,,27,3,2,53,105
spider/dorm_1/0045,,60,15,5,155,528
spider/dorm_1/0046,,42,6,3,60,134
spider/dorm_1/0047,,43,6,3,63,136
spider/dorm_1/0048,,52,12,4,139,513
spider/dorm_1/0049,,53,12,4,126,487
spider/dorm_1/0050,,59,15,5,137,510
spider/driving_school/0001,,6,2,1,6,9
spider/driving_school/0002,,6,2,1,4,7
spider/driving_school/0003,,12,2,1,4,7
spider/driving_school/0004,,12,9,1,30,180
spider/driving_school/0005,,19,9,1,16,136
spider/driving_school/0006,,19,9,1,16,136
spider/driving_school/0007,,19,9,1,16,136
spider/driving_school/0008,,12,9,1,16,136
spider/driving_school/0009,,19,9,1,16,136
spider/driving_school/0010,,6,9,1,16,136
spider/driving_school/0011,,34,15,2,31,226
spider/driving_school/0012,,38,15,2,31,227
spider/driving_school/0013,,36,18,2,31,286
spider/driving_school/0014,,34,15,2,31,226
spider/driving_school/0015,,12,6,1,16,91
spider/driving_school/0016,,30,15,2,32,229
spider/driving_school/0017,,30,15,2,31,227
spider/driving_school/0018,,30,15,2,32,227
spider/driving_school/0019,,9,11,1,30,195
spider/driving_school/0020,,15,11,1,16,167
spider/driving_school/0021,,15,11,1,28,191
spider/driving_school/0022,,25,11,1,17,171
spider/driving_school/0023,,12,11,1,21,171
spider/driving_school/0024,,19,11,1,16,166
spider/driving_school/0025,,6,11,1,16,166
spider/driving_school/0026,,11,11,1,17,169
spider/driving_school/0027,,13,11,1,16,166
spider/driving_school/0028,,40,18,2,31,286
spider/driving_school/0029,,18,11,1,16,168
spider/driving_school/0030,,17,11,1,18,171
spider/driving_school/0031,,30,17,2,31,257
spider/driving_school/0032,,34,17,2,31,256
spider/driving_school/0033,,34,17,2,31,256
spider/driving_school/0034,,27,17,2,31,256
spider/driving_school/0035,,36,14,2,31,226
spider/driving_school/0036,,15,14,2,31,226
spider/driving_school/0037,,32,14,2,31,227
spider/driving_school/0038,,11,4,1,17,64
spider/driving_school/0039,,12,8,1,16,121
spider/driving_school/0040,,40,16,2,31,256
spider/driving_school/0041,,25,16,2,31,256
spider/driving_school/0042,,35,16,2,31,256
spider/driving_school/0043,,35,16,2,31,256
spider/driving_school/0044,,25,18,2,31,286
spider/driving_school/0045,,12,17,2,31,301
spider/driving_school/0046,,25,16,2,36,261
spider/driving_school/0047,,31,9,2,19,128
spider/e_government/0001,,15,7,1,30,150
spider/e_government/0002,,6,6,1,8,38
spider/e_government/0003,,27,10,2,20,102
spider/e_government/0004,,15,4,1,16,62
spider/e_government/0005,,37,8,2,31,128
spider/e_government/0006,,9,4,1,10,25
spider/e_government/0007,,11,4,1,6,21
spider/e_government/0008,,43,13,3,36,186
spider/e_government/0009,,49,13,3,36,186
spider/e_government/0010,,6,4,1,16,61
spider/e_government/0011,,25,8,2,31,136
spider/e_government/0012,,12,6,1,43,118
spider/e_government/0013,,12,6,1,16,91
spider/e_government/0014,,14,4,1,18,63
spider/e_government/0015,,12,4,1,7,22
spider/e_government/0016,,8,4,1,16,61
spider/e_government/0017,,27,9,2,31,136
spider/e_government/0018,,12,6,1,16,91
spider/e_government/0019,,27,7,2,21,81
spider/e_government/0020,,19,10,2,39,174
spider/e_learning/0001,,6,5,1,16,76
spider/e_learning/0002,,12,5,1,16,76
spider/e_learning/0003,,12,9,1,16,136
spider/e_learning/0004,,6,9,1,30,150
spider/e_learning/0005,,9,9,1,30,165
spider/e_learning/0006,,9,5,1,40,140
spider/e_learning/0007,,8,5,1,21,101
spider/e_learning/0008,,8,5,1,21,101
spider/e_learning/0009,,12,3,1,23,53
spider/e_learning/0010,,12,3,1,16,46
spider/e_learning/0011,,12,8,1,16,121
spider/e_learning/0012,,19,8,1,17,122
spider/e_learning/0013,,12,8,1,16,121
spider/e_learning/0014,,6,2,1,6,9
spider/e_learning/0015,,9,9,1,30,270
spider/e_learning/0016,,12,8,1,30,150
spider/e_learning/0017,,14,3,1,17,49
spider/e_learning/0018,,26,13,2,31,211
spider/e_learning/0019,,34,13,2,32,212
spider/e_learning/0020,,35,13,2,31,213
spider/e_learning/0021,,32,13,2,35,220
spider/e_learning/0022,,26,13,2,31,211
spider/e_learning/0023,,30,6,2,24,93
spider/e_learning/0024,,29,6,2,21,90
spider/e_learning/0025,,32,6,2,21,90
spider/e_learning/0026,,26,9,2,37,177
spider/e_learning/0027,,27,9,2,36,176
spider/e_learning/0028,,28,9,2,36,176
spider/e_learning/0029,,32,9,2,36,177
spider/e_learning/0030,,25,9,2,45,195
spider/e_learning/0031,,26,7,2,43,153
spider/e_learning/0032,,26,7,2,42,152
spider/e_learning/0033,,30,12,2,36,222
spider/e_learning/0034,,38,12,2,36,222
spider/e_learning/0035,,31,12,2,36,222
spider/e_learning/0036,,32,12,2,39,228
spider/e_learning/0037,,32,12,2,45,240
spider/e_learning/0038,,25,12,2,38,223
spider/e_learning/0039,,15,12,2,36,221
spider/election/0001,,6,4,1,6,21
spider/election/0002,,9,4,1,10,30
spider/election/0003,,8,4,1,6,21
spider/election/0004,,13,4,1,6,22
spider/election/0005,,6,7,1,12,60
spider/election/0006,,12,4,1,6,21
spider/election/0007,,12,7,1,11,59
spider/election/0008,,9,7,1,16,72
spider/election/0009,,8,8,1,8,57
spider/election/0010,,15,8,1,10,62
spider/election/0011,,12,8,1,8,57
spider/election/0012,,6,7,1,16,112
spider/election/0013,,23,11,2,21,92
spider/election/0014,,26,11,2,21,84
spider/election/0015,,28,11,2,14,77
spider/election/0016,,26,11,2,16,79
spider/election/0017,,23,14,2,23,128
spider/election/0018,,26,14,2,18,115
spider/election/0019,,34,14,2,20,117
spider/election/0020,,26,14,2,19,116
spider/election/0021,,25,11,2,17,84
spider/election/0022,,25,14,2,20,122
spider/election/0023,,9,4,1,10,25
spider/election/0024,,9,4,1,10,25
spider/election/0025,,11,4,1,6,21
spider/election/0026,,11,4,1,8,23
spider/election/0027,,28,11,2,16,79
spider/election/0028,,14,8,1,9,58
spider/election/0029,,27,14,2,16,113
spider/election/0030,,13,8,1,8,57
spider/election/0031,,16,8,1,8,58
spider/election/0032,,15,14,2,17,114
spider/election/0033,,52,14,2,16,113
spider/election/0034,,52,14,2,16,113
spider/election_representative/0001,,6,7,1,6,36
spider/election_representative/0002,,9,7,1,10,40
spider/election_representative/0003,,9,7,1,10,45
spider/election_representative/0004,,13,7,1,6,37
spider/election_representative/0005,,9,5,1,14,49
spider/election_representative/0006,,12,5,1,10,38
spider/election_representative/0007,,19,5,1,10,38
spider/election_representative/0008,,23,11,2,17,80
spider/election_representative/0009,,25,11,2,16,74
spider/election_representative/0010,,22,11,2,17,75
spider/election_representative/0011,,24,11,2,13,71
spider/election_representative/0012,,22,11,2,17,75
spider/election_representative/0013,,28,11,2,13,71
spider/election_representative/0014,,11,5,1,9,39
spider/election_representative/0015,,16,5,1,8,37
spider/election_representative/0016,,14,5,1,9,37
spider/election_representative/0017,,14,5,1,9,37
spider/election_representative/0018,,15,11,2,14,72
spider/election_representative/0019,,24,5,1,8,36
spider/election_representative/0020,,8,5,1,8,36
spider/entertainment_awards/0001,,6,3,1,10,28
spider/entertainment_awards/0002,,9,3,1,18,36
spider/entertainment_awards/0003,,12,3,1,16,34
spider/entertainment_awards/0004,,9,6,1,10,40
spider/entertainment_awards/0005,,9,6,1,10,35
spider/entertainment_awards/0006,,11,6,1,6,31
spider/entertainment_awards/0007,,12,6,1,7,32
spider/entertainment_awards/0008,,8,6,1,6,31
spider/entertainment_awards/0009,,11,6,1,8,33
spider/entertainment_awards/0010,,34,10,3,26,87
spider/entertainment_awards/0011,,37,10,3,21,76
spider/entertainment_awards/0012,,34,10,3,26,81
spider/entertainment_awards/0013,,37,10,3,21,76
spider/entertainment_awards/0014,,43,10,3,23,81
spider/entertainment_awards/0015,,40,10,3,23,84
spider/entertainment_awards/0016,,11,3,1,13,35
spider/entertainment_awards/0017,,13,3,1,10,28
spider/entertainment_awards/0018,,14,6,1,6,31
spider/entertainment_awards/0019,,15,5,2,18,48
spider/entertainment_awards/0020,,19,6,1,7,32
spider/entertainment_awards/0021,,8,6,1,6,31
spider/entrepreneur/0001,,6,5,1,7,31
spider/entrepreneur/0002,,9,5,1,12,36
spider/entrepreneur/0003,,9,5,1,12,42
spider/entrepreneur/0004,,8,5,1,7,31
spider/entrepreneur/0005,,9,5,1,16,48
spider/entrepreneur/0006,,19,9,2,20,76
spider/entrepreneur/0007,,26,9,2,19,75
spider/entrepreneur/0008,,11,5,1,9,41
spider/entrepreneur/0009,,25,9,2,15,71
spider/entrepreneur/0010,,28,9,2,15,71
spider/entrepreneur/0011,,34,9,2,16,72
